issue,draw_time,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
115005537,2026/01/28,2,7,18,19,22,23,26,30,38,47,48,54,55,57,58,61,63,65,72,79
115005538,2026/01/28,1,11,12,17,19,20,21,26,27,32,33,36,51,54,57,58,62,66,71,79
115005539,2026/01/28,1,5,13,15,20,22,23,36,45,49,53,54,58,61,62,64,66,73,76,80
115005540,2026/01/28,1,4,14,16,17,20,22,33,37,38,49,52,57,63,65,67,71,74,78,79
115005541,2026/01/28,9,22,25,28,36,37,38,42,47,48,49,51,54,57,69,71,74,77,79,80
115005542,2026/01/28,3,10,14,18,20,25,26,27,28,39,44,52,63,64,66,68,69,74,75,76
115005543,2026/01/28,4,11,12,15,18,22,33,34,35,39,46,51,57,60,62,64,68,72,77,80
115005544,2026/01/28,5,6,7,16,20,25,26,33,34,35,36,37,42,44,48,53,62,71,72,79
115005545,2026/01/28,3,8,9,13,22,27,31,37,44,47,50,54,55,56,58,60,61,64,76,78
115005546,2026/01/28,5,8,10,12,14,17,20,21,25,26,29,35,46,56,57,60,61,64,71,76
115005547,2026/01/28,2,4,6,8,13,17,23,27,28,31,35,45,48,51,54,55,62,71,74,76
115005548,2026/01/28,8,12,14,19,21,24,26,27,32,36,37,39,43,50,53,58,61,66,72,79
115005549,2026/01/28,5,6,8,10,12,14,16,22,26,27,29,33,38,39,55,64,65,68,71,78
115005550,2026/01/28,3,4,9,16,17,19,23,24,27,34,35,37,41,46,52,55,57,58,59,66
115005551,2026/01/28,1,7,11,15,23,29,31,33,40,46,47,56,58,59,60,64,65,69,71,72
115005552,2026/01/28,1,2,12,15,17,20,24,27,28,31,36,52,55,60,71,72,73,77,78,79
115005553,2026/01/28,7,11,17,18,22,25,32,33,40,50,53,55,56,62,63,66,69,70,72,75
115005554,2026/01/28,1,3,12,17,20,21,30,31,33,34,36,42,44,45,59,60,61,64,72,80
115005555,2026/01/28,5,8,9,10,16,28,31,35,43,44,49,51,52,61,65,67,77,78,79,80
115005556,2026/01/28,3,6,10,14,21,25,27,30,39,46,51,57,60,62,63,64,69,71,72,75
115005557,2026/01/28,1,3,4,6,11,17,19,24,29,35,36,39,47,54,56,57,58,60,62,78
115005558,2026/01/28,3,5,6,11,15,19,22,23,25,29,35,40,48,53,55,57,59,64,66,67
115005559,2026/01/28,7,9,11,12,13,17,19,21,23,32,47,48,52,59,62,64,71,74,79,80
115005560,2026/01/28,5,14,18,19,23,26,35,38,42,43,44,50,53,54,55,56,57,65,67,76
115005561,2026/01/28,1,14,15,18,21,24,25,29,32,40,45,48,51,54,60,67,74,76,78,80
115005562,2026/01/28,3,7,16,24,27,30,32,35,43,46,47,50,57,58,60,65,68,71,78,79
115005563,2026/01/28,1,7,8,22,24,27,28,31,37,42,44,54,57,58,59,62,63,68,69,79
115005564,2026/01/28,1,3,4,7,14,15,26,29,34,42,56,58,63,64,66,70,72,73,74,76
115005565,2026/01/28,6,13,14,18,20,30,32,35,38,39,52,54,56,58,66,70,71,72,73,75
115005566,2026/01/28,1,3,6,10,13,15,17,20,21,25,27,30,42,46,47,52,55,58,65,72
115005567,2026/01/28,7,8,12,15,17,23,27,36,39,43,45,49,50,63,66,68,70,71,76,77
115005568,2026/01/28,8,12,18,19,27,28,29,46,48,49,51,52,59,63,64,67,70,73,74,75
115005569,2026/01/28,11,14,22,25,26,29,31,32,33,36,37,39,41,42,45,48,58,64,68,78
115005570,2026/01/28,4,7,8,10,13,18,19,22,30,36,42,43,48,52,55,56,63,70,72,77
115005571,2026/01/28,3,8,10,15,16,24,30,41,47,51,52,54,58,61,62,67,69,71,76,79
115005572,2026/01/28,1,5,13,17,22,23,25,31,34,39,56,58,60,63,68,70,72,75,76,78
115005573,2026/01/28,4,5,10,13,16,22,27,34,39,43,44,46,50,56,59,64,68,70,74,78
115005574,2026/01/28,4,7,13,14,18,23,30,35,37,41,44,55,58,59,65,66,70,74,75,80
115005575,2026/01/28,6,7,10,16,20,21,22,24,27,28,29,31,35,48,49,52,64,67,75,80
115005576,2026/01/28,5,8,10,11,12,13,14,15,18,21,32,36,39,49,53,54,58,67,71,76
115005577,2026/01/28,3,5,7,11,14,16,17,21,26,28,32,34,36,43,52,60,66,71,75,76
115005578,2026/01/28,5,7,11,21,27,28,29,30,33,35,42,44,50,51,54,56,57,63,65,69
115005579,2026/01/28,1,2,7,11,12,13,15,21,29,39,53,56,58,60,63,64,67,70,72,73
115005580,2026/01/28,10,16,19,20,25,36,41,46,52,53,54,58,59,60,63,72,74,77,78,80
115005581,2026/01/28,6,9,14,17,19,25,27,31,36,41,48,49,53,56,58,60,64,68,73,74
115005582,2026/01/28,1,2,6,15,19,25,27,30,32,34,35,47,50,52,55,56,57,58,73,77
115005583,2026/01/28,7,8,11,13,14,19,21,25,33,34,42,43,44,50,52,57,61,63,65,66
115005584,2026/01/28,5,8,15,19,24,27,32,35,36,39,44,46,48,50,52,54,58,63,67,73
115005585,2026/01/28,5,11,14,15,18,23,27,28,29,30,40,41,44,48,53,54,64,68,69,74
115005586,2026/01/28,10,11,12,15,16,19,23,39,45,47,49,52,56,60,61,70,74,75,79,80
115005587,2026/01/28,4,7,10,14,15,20,21,26,30,31,32,36,41,42,48,53,59,66,70,75
115005588,2026/01/28,3,4,8,9,11,20,30,34,39,40,44,45,46,47,54,57,62,64,70,73
115005589,2026/01/28,1,3,4,5,7,8,11,16,17,18,20,22,42,48,50,55,60,62,66,69
115005590,2026/01/28,9,11,12,14,31,33,34,35,38,42,43,44,49,52,61,65,69,71,72,78
115005591,2026/01/28,4,5,8,9,10,11,18,20,22,24,26,29,33,50,52,55,58,60,62,69
115005592,2026/01/28,1,5,6,10,11,14,24,41,42,46,47,50,51,56,65,66,70,73,75,76
115005593,2026/01/28,5,7,15,18,21,27,28,29,30,34,36,38,39,44,61,64,72,74,75,77
115005594,2026/01/28,3,12,19,25,28,29,30,31,32,34,35,43,46,47,56,58,64,70,71,77
115005595,2026/01/28,2,5,7,8,21,24,33,34,35,37,40,43,44,46,47,51,57,58,60,65
115005596,2026/01/28,8,10,11,20,22,23,29,31,34,35,38,48,50,56,58,60,65,70,71,78
115005597,2026/01/28,2,11,16,17,23,25,28,29,33,34,37,40,41,50,58,65,67,69,73,74
115005598,2026/01/28,1,2,6,10,14,23,24,32,33,38,40,41,45,59,66,67,69,75,76,80
115005599,2026/01/28,4,10,11,13,22,24,26,30,36,37,44,46,50,51,58,61,65,66,69,73
115005600,2026/01/28,3,4,6,9,11,15,16,17,19,26,34,45,46,49,55,60,62,63,70,72
115005601,2026/01/28,11,12,19,20,28,38,43,45,48,50,53,56,61,66,67,70,71,73,74,77
115005602,2026/01/28,7,17,21,23,25,29,36,43,44,48,51,52,54,58,60,64,72,73,75,80
115005603,2026/01/28,2,3,6,7,12,20,21,22,34,35,36,37,41,53,61,62,68,69,75,77
115005604,2026/01/28,4,7,12,14,16,19,22,27,29,30,33,35,42,45,47,52,62,68,70,72
115005605,2026/01/28,1,9,13,17,27,38,39,42,44,45,46,54,60,61,67,69,71,73,74,76
115005606,2026/01/28,1,4,6,15,18,23,27,28,34,37,39,45,46,52,55,60,72,74,77,80
115005607,2026/01/28,3,5,7,10,20,26,32,36,39,43,46,47,51,54,59,62,66,68,74,76
115005608,2026/01/28,4,6,8,11,12,19,20,22,23,28,29,30,31,38,40,45,58,68,71,78
115005609,2026/01/28,7,11,12,15,19,23,25,26,30,40,42,45,46,50,58,63,64,66,75,77
115005610,2026/01/28,1,4,12,13,16,17,19,20,22,26,31,44,47,51,55,56,63,64,67,79
115005611,2026/01/28,4,26,28,29,34,37,39,43,44,45,49,50,52,55,60,63,66,74,76,78
115005612,2026/01/28,5,6,10,13,14,21,24,27,31,40,41,45,48,51,53,55,57,58,62,70
115005613,2026/01/28,2,11,12,14,20,24,28,30,34,35,40,49,53,60,62,63,67,68,72,75
115005614,2026/01/28,1,7,11,15,16,26,27,30,33,35,43,46,63,67,70,72,74,75,76,77
115005615,2026/01/28,1,4,5,6,21,29,34,35,45,50,51,54,57,61,62,63,65,66,68,79
115005616,2026/01/28,4,7,13,15,17,28,33,36,42,43,44,51,55,59,61,62,66,69,70,73
115005617,2026/01/28,1,2,3,15,25,26,32,34,35,39,41,44,51,63,64,67,69,72,74,77
115005618,2026/01/28,7,11,12,17,23,31,32,42,45,47,49,50,51,53,62,64,66,67,68,80
115005619,2026/01/28,14,21,22,34,38,39,42,46,48,49,57,61,65,68,70,71,73,75,78,80
115005620,2026/01/28,2,3,9,18,23,31,34,35,36,48,51,54,55,57,58,66,68,71,77,78
115005621,2026/01/28,2,8,12,13,14,19,23,26,32,33,36,38,42,47,50,53,57,72,77,78
115005622,2026/01/28,7,9,12,13,18,24,30,33,34,36,42,43,45,46,48,56,57,59,60,61
115005623,2026/01/28,1,2,12,14,18,24,28,30,31,34,35,37,43,46,49,63,68,70,76,80
115005624,2026/01/28,2,3,10,11,13,18,19,21,23,25,28,40,54,59,61,64,65,75,77,80
115005625,2026/01/28,8,14,18,29,33,35,39,43,49,54,55,58,59,66,69,70,72,73,76,79
115005626,2026/01/28,5,7,9,13,14,22,24,34,35,42,53,54,60,65,66,70,71,74,75,76
115005627,2026/01/28,2,3,10,13,20,22,28,29,34,36,40,41,46,47,48,52,53,63,66,78
115005628,2026/01/28,2,4,10,12,15,20,21,26,29,42,43,47,48,50,51,55,66,72,78,80
115005629,2026/01/28,2,3,12,17,20,21,22,26,28,33,35,40,45,47,48,54,55,69,72,79
115005630,2026/01/28,4,6,12,13,18,22,24,26,28,36,39,42,47,49,53,57,61,62,77,78
115005631,2026/01/28,6,10,13,18,21,29,35,46,49,50,53,55,56,60,64,66,70,72,73,79
115005632,2026/01/28,2,9,13,14,19,29,30,31,34,35,37,39,44,49,50,55,59,64,69,80
115005633,2026/01/28,2,3,9,11,15,29,35,41,43,47,49,51,52,53,59,60,63,67,70,75
115005634,2026/01/28,1,5,8,10,12,15,19,21,23,24,28,31,36,39,46,53,61,66,72,79
115005635,2026/01/28,3,12,14,17,20,22,23,27,33,38,45,46,53,54,59,63,72,73,74,77
115005636,2026/01/28,4,5,12,20,22,26,27,30,31,35,44,46,50,51,52,54,59,64,79,80
115005637,2026/01/28,3,4,15,16,19,23,24,26,32,39,42,45,50,51,52,56,59,67,77,80
115005638,2026/01/28,3,7,8,9,11,15,29,31,32,35,36,38,40,45,48,54,55,60,66,73
115005639,2026/01/28,5,8,10,11,13,14,20,26,30,31,39,40,56,60,64,67,73,74,77,79
115005640,2026/01/28,1,2,9,12,14,15,16,20,21,22,24,25,28,29,36,38,39,48,53,79
115005641,2026/01/28,1,5,6,7,8,11,12,22,32,34,35,37,39,40,43,59,62,72,73,79
115005642,2026/01/28,18,26,27,29,31,32,35,37,39,48,51,53,54,57,59,65,67,71,73,79
115005643,2026/01/28,1,2,7,8,10,13,21,29,36,39,40,42,45,46,50,55,61,62,71,73
115005644,2026/01/28,3,4,6,10,16,20,26,28,33,37,39,40,42,43,45,52,68,73,74,78
115005645,2026/01/28,2,6,11,16,23,25,27,34,37,44,48,53,54,56,60,68,75,76,77,80
115005646,2026/01/28,1,7,11,19,25,26,27,28,33,34,35,37,39,48,57,60,67,73,74,77
115005647,2026/01/28,1,12,17,18,27,29,32,35,41,42,47,49,52,56,57,61,68,75,77,80
115005648,2026/01/28,3,6,7,9,14,17,23,33,34,35,41,42,44,46,47,50,60,64,69,70
115005649,2026/01/28,1,2,6,7,16,17,18,25,28,34,36,42,50,55,56,70,73,74,76,79
115005650,2026/01/28,6,8,9,12,17,26,28,32,33,34,36,37,47,51,53,55,57,58,63,68
115005651,2026/01/28,3,4,5,6,7,13,17,21,34,35,44,49,53,55,56,57,58,60,67,71
115005652,2026/01/28,8,9,13,16,22,27,33,36,44,48,49,50,52,54,63,67,70,72,77,78
115005653,2026/01/28,3,10,12,16,20,23,25,28,30,31,32,37,38,41,45,49,51,55,61,65
115005654,2026/01/28,1,8,9,11,26,27,33,37,38,42,44,46,50,56,58,61,65,67,72,79
115005655,2026/01/28,2,3,11,12,20,24,27,28,34,38,42,44,51,55,57,63,67,71,73,77
115005656,2026/01/28,1,7,11,14,22,25,28,29,33,35,37,38,43,50,53,54,63,66,70,79
115005657,2026/01/28,1,2,7,9,13,22,26,27,32,33,36,40,43,44,52,54,58,63,71,74
115005658,2026/01/28,5,6,14,19,25,26,27,29,32,34,42,46,52,54,65,68,69,71,72,77
115005659,2026/01/28,4,5,19,24,26,29,31,33,34,40,41,47,50,51,53,60,61,71,76,78
115005660,2026/01/28,2,5,6,9,12,17,18,19,28,40,41,42,46,49,50,53,57,71,77,79
115005661,2026/01/28,4,6,7,12,14,19,33,35,37,40,42,43,48,49,53,56,57,58,77,80
115005662,2026/01/28,3,5,6,10,11,23,24,33,36,38,43,49,50,53,57,62,64,66,68,69
115005663,2026/01/28,8,14,15,17,21,24,26,32,39,42,45,50,52,58,64,66,67,71,76,77
115005664,2026/01/28,1,2,4,6,15,22,23,27,37,41,42,49,53,65,68,69,72,73,75,79
115005665,2026/01/28,3,7,8,12,14,17,18,20,21,25,44,51,54,55,67,70,72,74,76,77
115005666,2026/01/28,1,3,4,6,11,15,27,30,31,32,33,41,42,49,50,58,59,61,62,78
115005667,2026/01/28,9,12,13,21,22,25,27,29,31,35,36,37,43,45,47,50,59,61,65,76
115005668,2026/01/28,10,11,13,16,20,21,22,25,28,31,35,36,38,39,49,50,62,70,76,77
115005669,2026/01/28,3,5,7,8,13,17,22,23,27,29,39,47,48,52,53,55,61,63,65,69
115005670,2026/01/28,6,19,20,21,27,34,40,44,49,50,54,58,59,66,69,72,73,76,77,78
115005671,2026/01/28,1,2,6,10,12,15,16,25,27,32,40,44,46,51,59,72,74,76,77,78
115005672,2026/01/28,5,6,8,12,15,19,20,21,22,26,27,28,46,50,53,64,66,70,71,75
115005673,2026/01/28,3,7,11,15,16,17,20,21,23,26,44,55,56,57,63,66,67,71,72,74
115005674,2026/01/28,2,4,10,18,19,24,32,35,36,38,40,42,46,47,50,52,59,62,64,65
115005675,2026/01/28,2,3,6,13,15,16,18,32,34,37,43,50,54,56,59,60,61,76,78,79
115005676,2026/01/28,1,3,6,10,13,24,26,28,29,33,34,36,38,39,43,45,52,59,71,80
115005677,2026/01/28,15,16,20,25,27,38,43,45,46,51,52,56,57,58,59,61,68,71,79,80
115005678,2026/01/28,4,5,7,9,25,30,33,37,39,43,49,50,51,53,54,56,57,61,78,79
115005679,2026/01/28,3,5,14,18,22,24,30,32,35,37,42,44,46,59,62,63,66,68,69,75
115005680,2026/01/28,6,13,16,24,30,31,33,37,38,41,47,52,53,58,61,64,66,71,77,78
115005681,2026/01/28,5,11,19,22,25,28,34,38,40,44,45,54,58,62,63,68,71,72,73,75
115005682,2026/01/28,11,12,13,15,18,20,21,33,37,48,51,54,55,56,57,59,69,73,76,79
115005683,2026/01/28,9,12,13,28,29,36,41,47,48,50,51,53,55,58,69,70,71,74,77,80
115005684,2026/01/28,3,6,8,9,12,16,17,18,26,33,43,49,57,58,60,66,67,76,79,80
115005685,2026/01/29,2,4,6,14,19,21,30,31,32,41,43,44,45,47,49,55,65,66,76,80
115005686,2026/01/29,4,10,11,12,16,24,25,33,35,36,37,38,41,53,61,64,74,75,78,79
115005687,2026/01/29,6,8,18,20,22,25,27,28,33,34,38,45,48,49,52,54,55,57,62,75
115005688,2026/01/29,1,12,13,15,17,18,19,26,29,30,32,36,44,50,53,60,62,67,72,75
115005689,2026/01/29,1,4,9,14,21,26,28,32,34,36,38,39,55,56,57,59,63,65,71,74
115005690,2026/01/29,2,4,5,6,14,16,23,24,27,37,38,49,53,55,59,61,62,70,74,79
115005691,2026/01/29,1,3,10,20,25,31,33,39,41,45,47,53,54,62,64,68,74,75,76,79
115005692,2026/01/29,4,7,9,16,20,31,32,48,53,54,55,60,61,63,64,68,69,70,71,78
115005693,2026/01/29,6,7,8,11,26,35,38,42,44,47,50,51,53,57,61,65,66,68,71,77
115005694,2026/01/29,7,12,13,18,21,22,29,34,35,38,45,48,49,51,71,73,75,76,77,79
115005695,2026/01/29,7,8,12,16,19,21,32,35,37,38,39,40,42,45,50,68,69,70,72,80
115005696,2026/01/29,3,6,9,12,23,26,27,30,32,36,47,48,51,56,58,64,71,72,76,77
115005697,2026/01/29,1,10,13,16,18,19,23,25,32,43,46,48,51,52,56,70,74,75,76,80
115005698,2026/01/29,2,3,4,9,13,14,16,19,21,37,45,46,47,49,58,59,60,63,75,78
115005699,2026/01/29,5,11,16,18,24,33,40,41,46,49,52,54,59,62,68,70,73,74,77,80
115005700,2026/01/29,1,6,11,13,16,18,21,22,26,30,32,34,37,38,58,63,67,71,73,80
115005701,2026/01/29,1,4,20,22,24,32,35,36,39,41,42,45,48,49,50,59,62,64,77,78
115005702,2026/01/29,8,13,17,19,22,25,28,33,35,46,48,55,57,58,60,64,65,66,69,72
115005703,2026/01/29,10,14,17,20,21,24,31,41,47,48,51,52,53,59,60,61,65,69,74,78
115005704,2026/01/29,4,11,12,22,24,25,40,42,45,47,51,54,55,58,59,61,63,68,73,79
115005705,2026/01/29,6,7,9,10,14,17,18,29,32,36,39,43,44,46,48,49,50,61,65,80
115005706,2026/01/29,3,11,14,19,23,24,36,38,41,43,48,54,55,57,63,66,71,74,76,80
115005707,2026/01/29,4,5,11,13,16,23,25,31,34,45,51,52,55,57,59,68,69,70,74,78
115005708,2026/01/29,1,2,5,7,8,14,22,26,27,29,30,31,40,41,44,50,60,65,70,75
115005709,2026/01/29,12,13,15,16,17,18,27,32,42,44,46,48,49,51,55,58,60,64,70,79
115005710,2026/01/29,2,3,4,10,25,27,29,30,32,36,40,46,49,52,56,63,64,70,73,80
115005711,2026/01/29,1,3,10,19,21,22,25,26,30,31,33,36,43,45,57,58,60,62,64,72
115005712,2026/01/29,3,5,7,11,18,24,26,28,35,36,42,49,50,51,54,55,57,69,70,79
115005713,2026/01/29,1,4,9,10,11,12,21,23,30,32,34,35,38,45,48,50,55,56,61,71
115005714,2026/01/29,1,2,3,4,10,11,17,24,28,38,39,44,46,49,50,52,54,57,68,69
115005715,2026/01/29,4,6,9,17,23,24,26,27,28,32,34,45,48,49,53,55,57,63,70,71
115005716,2026/01/29,6,9,15,16,23,25,32,39,41,47,48,49,50,51,58,61,69,71,79,80
115005717,2026/01/29,4,5,14,15,17,20,23,25,26,42,44,45,49,52,57,59,68,70,71,72
115005718,2026/01/29,7,11,17,18,19,22,23,25,26,27,41,44,45,48,51,53,64,65,73,75
115005719,2026/01/29,1,3,6,7,14,18,23,25,28,33,34,37,38,48,54,60,65,67,68,69
115005720,2026/01/29,1,4,8,10,11,17,20,21,23,28,32,44,48,52,54,56,61,64,70,75
115005721,2026/01/29,2,4,5,7,12,31,32,33,36,37,42,43,44,54,57,62,67,68,69,77
115005722,2026/01/29,6,12,13,15,23,32,33,37,42,47,48,52,53,54,58,61,64,67,76,80
115005723,2026/01/29,2,5,10,13,20,23,24,26,29,32,36,42,44,50,52,67,72,73,75,77
115005724,2026/01/29,5,8,12,15,17,19,20,25,33,38,42,46,51,53,63,65,69,70,74,75
115005725,2026/01/29,1,5,8,11,27,35,36,39,41,42,43,49,50,54,59,65,73,74,77,80
115005726,2026/01/29,1,6,7,8,14,17,18,21,27,36,37,40,46,47,49,54,57,65,67,72
115005727,2026/01/29,8,15,17,22,27,36,37,41,45,52,55,58,63,69,70,71,73,78,79,80
115005728,2026/01/29,13,17,21,22,23,24,27,30,36,42,43,44,50,61,62,65,71,75,76,79
115005729,2026/01/29,6,8,12,14,18,20,22,24,34,36,43,48,51,59,60,66,70,71,74,77
115005730,2026/01/29,6,7,20,21,23,24,25,32,42,46,50,52,55,58,63,67,68,71,77,80
115005731,2026/01/29,7,9,10,13,18,20,28,37,39,40,42,48,59,64,65,69,70,75,76,77
115005732,2026/01/29,2,4,6,13,14,24,26,27,31,32,37,40,44,55,59,60,62,68,72,77
115005733,2026/01/29,6,8,9,11,12,21,24,26,32,36,44,49,50,52,60,63,64,67,75,80
115005734,2026/01/29,4,6,10,13,26,28,32,33,34,35,46,53,54,56,67,70,73,74,76,80
115005735,2026/01/29,5,10,23,26,27,28,32,44,51,53,54,55,58,59,60,61,63,64,77,79
115005736,2026/01/29,3,4,8,11,13,19,24,32,41,50,51,54,57,60,68,72,73,74,75,80
115005737,2026/01/29,3,8,10,14,16,27,29,33,40,42,43,48,53,56,65,67,71,72,78,80
115005738,2026/01/29,2,5,10,14,17,25,31,37,42,48,50,55,59,60,65,66,74,75,76,79
115005739,2026/01/29,1,2,10,13,15,16,21,34,37,40,43,55,57,65,66,72,74,75,77,80
115005740,2026/01/29,1,2,5,6,7,19,20,23,34,36,37,44,48,51,58,59,60,73,75,78
115005741,2026/01/29,16,18,25,26,27,28,31,34,38,42,44,45,50,59,65,68,71,74,75,79
115005742,2026/01/29,1,14,15,17,18,27,30,32,38,40,47,51,52,53,54,61,69,70,78,80
115005743,2026/01/29,2,3,4,12,19,21,26,33,34,40,42,43,49,55,59,66,69,71,77,80
115005744,2026/01/29,1,2,4,7,14,16,19,22,25,32,38,39,41,44,51,61,66,67,70,72
115005745,2026/01/29,7,14,16,19,29,34,39,41,42,45,53,54,55,56,65,67,68,75,78,80
115005746,2026/01/29,6,13,17,20,21,25,28,29,30,32,35,44,47,49,52,53,57,65,69,76
115005747,2026/01/29,1,4,10,18,24,27,37,38,42,45,52,59,61,62,64,65,66,67,69,75
115005748,2026/01/29,6,15,18,21,24,29,30,32,33,35,37,49,50,57,63,66,69,72,74,77
115005749,2026/01/29,5,10,12,13,14,17,23,28,29,32,34,40,44,49,55,56,61,67,70,74
115005750,2026/01/29,4,9,18,19,20,22,26,33,38,44,52,56,58,64,65,66,68,72,74,80
115005751,2026/01/29,5,12,14,15,19,24,29,32,33,37,45,46,51,62,65,67,68,69,71,77
115005752,2026/01/29,2,7,8,13,17,26,29,35,38,44,52,55,56,59,61,66,68,72,76,78
115005753,2026/01/29,2,4,15,22,23,26,28,29,31,36,37,41,42,47,53,55,58,61,63,73
115005754,2026/01/29,2,5,7,18,22,23,29,30,32,36,45,48,55,63,67,71,74,75,76,78
115005755,2026/01/29,2,4,10,17,19,20,21,22,30,40,44,45,58,63,66,68,72,75,76,79
115005756,2026/01/29,5,10,13,14,16,20,24,33,34,36,50,51,57,59,60,63,64,66,73,75
115005757,2026/01/29,3,9,19,23,26,28,36,50,53,55,67,70,71,72,73,75,76,77,78,79
115005758,2026/01/29,3,12,17,21,22,23,35,39,41,46,49,51,57,64,67,68,69,70,76,78
115005759,2026/01/29,8,16,19,23,32,37,43,46,49,59,61,63,64,68,72,76,77,78,79,80
115005760,2026/01/29,1,2,4,9,16,19,21,23,24,25,33,35,39,40,45,55,56,69,72,73
115005761,2026/01/29,11,12,13,19,22,23,24,26,31,37,40,45,48,51,55,59,64,65,77,78
115005762,2026/01/29,14,26,27,33,36,40,41,42,43,45,46,48,49,51,59,66,70,78,79,80
115005763,2026/01/29,3,4,8,9,21,24,26,36,38,49,50,51,53,61,64,65,69,70,71,75
115005764,2026/01/29,3,5,12,17,21,22,23,28,30,31,42,45,50,53,55,57,62,68,69,72
115005765,2026/01/29,1,5,7,9,11,13,17,18,25,28,33,39,41,46,49,57,59,71,73,78
115005766,2026/01/29,3,18,19,28,31,32,40,43,44,49,50,56,61,62,67,69,70,73,75,77
115005767,2026/01/29,4,6,8,10,12,22,28,33,39,40,41,43,45,47,49,54,60,69,74,80
115005768,2026/01/29,2,10,11,15,19,25,26,27,34,35,36,38,47,56,58,59,62,67,69,75
115005769,2026/01/29,1,6,8,10,11,15,19,30,32,39,40,43,44,52,55,59,65,69,71,75
115005770,2026/01/29,10,12,13,18,26,29,31,38,43,45,48,49,58,60,61,63,66,68,70,75
115005771,2026/01/29,2,5,10,11,14,21,23,29,32,33,40,50,51,53,63,66,68,70,71,74
115005772,2026/01/29,2,4,7,9,10,15,21,33,38,42,47,52,53,60,61,64,66,69,75,76
115005773,2026/01/29,4,26,34,35,39,41,47,48,49,51,52,54,56,61,62,64,66,72,73,78
115005774,2026/01/29,1,7,8,10,13,14,16,20,23,30,34,39,45,49,52,55,57,62,64,80
115005775,2026/01/29,6,12,20,27,28,31,32,44,47,54,55,58,59,62,63,64,70,73,76,77
115005776,2026/01/29,1,3,6,10,13,14,15,19,21,30,32,33,36,41,44,52,57,60,67,78
115005777,2026/01/29,13,15,18,19,20,28,29,32,41,43,49,50,54,59,68,71,73,75,79,80
115005778,2026/01/29,2,7,15,16,21,24,27,28,43,45,47,56,60,61,62,63,69,72,74,79
115005779,2026/01/29,4,7,8,12,13,16,19,23,27,29,42,44,47,54,59,60,64,70,74,76
115005780,2026/01/29,2,3,6,7,26,30,34,36,54,59,62,65,67,68,71,72,74,75,76,79
115005781,2026/01/29,7,9,11,25,28,29,32,40,41,46,49,52,55,63,64,65,69,70,75,77
115005782,2026/01/29,6,9,10,18,19,22,24,30,32,33,41,42,50,53,59,62,66,73,75,78
115005783,2026/01/29,2,5,16,20,21,22,30,32,33,35,36,39,42,43,49,50,51,61,72,74
115005784,2026/01/29,1,11,12,15,20,22,23,25,27,45,48,49,65,68,70,71,74,75,76,78
115005785,2026/01/29,10,11,14,22,30,32,33,34,42,46,47,51,54,55,61,63,67,72,74,77
115005786,2026/01/29,2,6,7,9,15,19,21,22,27,31,32,36,43,47,50,53,59,65,72,74
115005787,2026/01/29,1,3,7,8,13,14,17,19,23,26,33,36,38,49,63,70,71,74,75,77
115005788,2026/01/29,1,4,10,11,17,22,28,32,33,40,44,45,46,51,53,54,60,68,71,77
115005789,2026/01/29,5,6,19,20,30,33,34,35,36,43,45,49,59,60,61,62,63,74,75,80
115005790,2026/01/29,3,9,11,13,14,16,18,25,27,37,38,39,40,42,46,48,53,58,71,76
115005791,2026/01/29,9,11,16,19,20,28,30,32,38,39,41,43,46,48,50,51,55,60,70,80
115005792,2026/01/29,4,8,12,16,19,20,27,29,38,45,52,53,55,57,58,71,73,75,77,79
115005793,2026/01/29,4,7,8,13,20,23,33,37,39,40,43,46,47,54,62,64,66,74,77,78
115005794,2026/01/29,3,12,20,25,27,30,33,37,40,42,57,59,62,63,64,66,67,74,76,80
115005795,2026/01/29,1,4,13,15,22,29,30,34,35,37,38,39,42,58,59,62,69,70,76,78
115005796,2026/01/29,1,4,17,21,23,25,27,28,38,41,42,53,56,58,61,62,64,71,74,77
115005797,2026/01/29,11,14,15,16,19,22,24,26,31,36,40,44,59,61,66,68,70,72,73,76
115005798,2026/01/29,2,12,16,18,22,29,35,40,43,48,50,52,56,64,66,67,68,70,76,78
115005799,2026/01/29,3,4,5,12,18,20,24,26,36,37,42,49,50,52,53,60,65,68,75,80
115005800,2026/01/29,1,3,13,17,22,23,34,36,38,39,48,50,51,55,61,62,63,68,70,77
115005801,2026/01/29,8,12,18,20,27,31,35,38,39,41,54,57,59,66,67,69,73,77,79,80
115005802,2026/01/29,1,2,6,7,9,11,22,32,34,36,45,53,57,60,61,63,65,66,72,75
115005803,2026/01/29,1,5,6,8,23,24,25,27,29,34,37,44,47,48,51,52,54,56,57,69
115005804,2026/01/29,9,11,12,16,17,18,19,34,35,37,38,41,44,45,48,55,61,62,72,76
115005805,2026/01/29,2,9,12,13,19,20,25,31,42,49,50,51,57,58,64,65,72,76,78,79
115005806,2026/01/29,1,5,7,8,13,18,21,24,30,34,37,38,53,55,56,62,70,71,73,75
115005807,2026/01/29,3,12,32,34,35,38,39,41,45,47,53,55,57,64,66,69,71,73,78,80
115005808,2026/01/29,4,8,12,13,14,23,24,25,30,33,34,36,40,42,45,46,62,66,67,68
115005809,2026/01/29,2,4,10,15,16,17,18,20,21,38,39,43,45,49,50,54,71,73,77,78
